time,osmid,help_convined,help_independent,building_type_name,osm_id
2024-01-01 00:00:00,W306984416,582,582,amenity_place_of_worship,W306984416
2024-01-01 00:00:00,W306395974,455,455,amenity_place_of_worship,W306395974
2024-01-01 00:00:00,W306378161,435,435,amenity_place_of_worship,W306378161
2024-01-01 00:00:00,W306219386,400,400,amenity_place_of_worship,W306219386
2024-01-01 00:00:00,W599901040,396,477,amenity_place_of_worship,W599901040
2024-01-01 00:00:00,N7476789812,389,389,amenity_place_of_worship,N7476789812
2024-01-01 00:00:00,W442508011,383,383,amenity_place_of_worship,W442508011
2024-01-01 00:00:00,W780650086,369,369,amenity_school,W780650086
2024-01-01 00:00:00,W777153568,363,363,amenity_school,W777153568
2024-01-01 00:00:00,W306222199,350,350,amenity_place_of_worship,W306222199
2024-01-01 00:00:00,N3118178277,332,332,amenity_place_of_worship,N3118178277
2024-01-01 00:00:00,R6597161,322,322,amenity_school,R6597161
2024-01-01 00:00:00,N7250103232,301,301,amenity_school,N7250103232
2024-01-01 00:00:00,W105883386,297,297,amenity_place_of_worship,W105883386
2024-01-01 00:00:00,W781549638,293,293,amenity_school,W781549638
2024-01-01 00:00:00,W781339738,291,291,amenity_school,W781339738
2024-01-01 00:00:00,W306985708,281,281,amenity_place_of_worship,W306985708
2024-01-01 00:00:00,W307106630,268,380,amenity_place_of_worship,W307106630
2024-01-01 00:00:00,W306137842,267,267,amenity_place_of_worship,W306137842
2024-01-01 00:00:00,W305870459,250,250,amenity_place_of_worship,W305870459
2024-01-01 00:00:00,W306368597,249,249,amenity_school,W306368597
2024-01-01 00:00:00,W780639802,247,247,amenity_school,W780639802
2024-01-01 00:00:00,W88569265,245,245,amenity_place_of_worship,W88569265
2024-01-01 00:00:00,W462537264,243,268,amenity_place_of_worship,W462537264
2024-01-01 00:00:00,N7296572174,242,242,amenity_school,N7296572174
2024-01-01 00:00:00,W306222200,242,284,amenity_place_of_worship,W306222200
2024-01-01 00:00:00,N7115541916,242,253,tourism_hostel,N7115541916
2024-01-01 00:00:00,W305675324,239,239,amenity_place_of_worship,W305675324
2024-01-01 00:00:00,W306486083,237,435,amenity_place_of_worship,W306486083
2024-01-01 00:00:00,N2072201901,226,274,tourism_hostel,N2072201901
2024-01-01 00:00:00,W733015233,225,225,amenity_school,W733015233
2024-01-01 00:00:00,W111620491,224,244,amenity_place_of_worship,W111620491
2024-01-01 00:00:00,W151011583,223,223,amenity_school,W151011583
2024-01-01 00:00:00,N5562094379,222,222,amenity_community_centre,N5562094379
2024-01-01 00:00:00,N7475749961,221,221,amenity_community_centre,N7475749961
2024-01-01 00:00:00,W306145135,218,218,amenity_place_of_worship,W306145135
2024-01-01 00:00:00,W305820359,218,218,amenity_place_of_worship,W305820359
2024-01-01 00:00:00,W185515116,200,280,amenity_school,W185515116
